category,img_url,product_id,product_name,price
各式蔬菜,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwed7ccc53/images/large/2204030000501.jpg?sw=300&bgcolor=FFFFFF,2204030000501,家樂福有機白精靈200g,45.0
各式蔬菜,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwedd10068/images/large/2200052600101-2023.png?sw=300&bgcolor=FFFFFF,2200052600101,家樂福有機蚵仔白菜 (每袋約250g),39.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw3486aa5b/images/large/0236018.jpeg?sw=300&bgcolor=FFFFFF,1502004700124,光泉全脂保久牛乳-200ml,448.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw2052d940/images/large/0240342.jpeg?sw=300&bgcolor=FFFFFF,1502000100124,光泉低脂保久牛乳-200ml,448.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwe1892d0a/images/large/0240340.jpeg?sw=300&bgcolor=FFFFFF,1502000100106,光泉低脂保久牛乳-200ml,112.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwb2ea742b/images/large/0240345.jpeg?sw=300&bgcolor=FFFFFF,1502004700106,光泉全脂保久牛乳-200ml,112.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8945c27a/images/large/1502000700101.png?sw=300&bgcolor=FFFFFF,1502000700112,澳洲奶協會全脂牛奶1000ml,948.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8499177f/images/large/1502309300124_NR_00.png?sw=300&bgcolor=FFFFFF,1502309300124,統一陽光無加糖豆奶250ml,360.0
奶蛋點心食品,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw9804b639/images/large/0233574.jpeg?sw=300&bgcolor=FFFFFF,1502005000124,光泉高鈣牛乳-200ml,259.0
奶蛋點心食品,https://online.carrefour.com.tw/on/demandware.static/-/Library-Sites-CarrefourTaiwanSharedLib/default/dw1309e8fa/watermark/ic4.png,1502001200112,有機囍瑞-澳洲有機全脂牛奶1000ml,1920.0
